code-creation,Stub,0x2fe27f007c60,1720,"RecordWriteStub"
code-creation,Stub,0x2fe27f008320,1714,"RecordWriteStub"
code-creation,Stub,0x2fe27f0089e0,1774,"RecordWriteStub"
code-creation,Stub,0x2fe27f0090e0,1750,"RecordWriteStub"
code-creation,Stub,0x2fe27f0097c0,1720,"RecordWriteStub"
code-creation,Stub,0x2fe27f009e80,1732,"RecordWriteStub"
code-creation,Stub,0x2fe27f00a560,766,"RecordWriteStub"
code-creation,Stub,0x2fe27f00a860,1714,"RecordWriteStub"
code-creation,Stub,0x2fe27f00af20,1731,"RecordWriteStub"
code-creation,Stub,0x2fe27f00b600,1769,"RecordWriteStub"
code-creation,Stub,0x2fe27f00bd00,1750,"RecordWriteStub"
code-creation,Builtin,0x2fe27f00c3e0,112,"Illegal"
code-creation,Builtin,0x2fe27f00c460,112,"EmptyFunction"
code-creation,Builtin,0x2fe27f00c4e0,112,"InternalArrayCodeGeneric"
code-creation,Builtin,0x2fe27f00c560,112,"ArrayCodeGeneric"
code-creation,Builtin,0x2fe27f00c5e0,112,"ArrayPush"
code-creation,Builtin,0x2fe27f00c660,112,"ArrayPop"
code-creation,Builtin,0x2fe27f00c6e0,112,"ArrayShift"
code-creation,Builtin,0x2fe27f00c760,112,"ArrayUnshift"
code-creation,Builtin,0x2fe27f00c7e0,112,"ArraySlice"
code-creation,Builtin,0x2fe27f00c860,112,"ArraySplice"
code-creation,Builtin,0x2fe27f00c8e0,112,"ArrayConcat"
code-creation,Builtin,0x2fe27f00c960,117,"HandleApiCall"
code-creation,Builtin,0x2fe27f00c9e0,117,"HandleApiCallConstruct"
code-creation,Builtin,0x2fe27f00ca60,112,"HandleApiCallAsFunction"
code-creation,Builtin,0x2fe27f00cae0,112,"HandleApiCallAsConstructor"
code-creation,Builtin,0x2fe27f00cb60,112,"StrictModePoisonPill"
code-creation,Builtin,0x2fe27f00cbe0,260,"ArgumentsAdaptorTrampoline"
code-creation,Builtin,0x2fe27f00cd00,111,"InRecompileQueue"
code-creation,Builtin,0x2fe27f00cd80,609,"JSConstructStubCountdown"
code-creation,Builtin,0x2fe27f00d000,541,"JSConstructStubGeneric"
code-creation,Builtin,0x2fe27f00d220,518,"JSConstructStubApi"
code-creation,Builtin,0x2fe27f00d440,206,"JSEntryTrampoline"
code-creation,Stub,0x2fe27f00d520,196,"CallConstructStub"
code-creation,Builtin,0x2fe27f00d600,177,"JSConstructEntryTrampoline"
code-creation,Builtin,0x2fe27f00d6c0,157,"LazyCompile"
code-creation,Builtin,0x2fe27f00d760,157,"LazyRecompile"
code-creation,Builtin,0x2fe27f00d800,166,"ParallelRecompile"
code-creation,Builtin,0x2fe27f00d8c0,218,"NotifyDeoptimized"
code-creation,Builtin,0x2fe27f00d9a0,218,"NotifyLazyDeoptimized"
code-creation,Builtin,0x2fe27f00da80,186,"NotifyOSR"
code-creation,Builtin,0x2fe27f00db40,117,"LoadIC_Miss"
code-creation,Builtin,0x2fe27f00dbc0,117,"KeyedLoadIC_Miss"
code-creation,Builtin,0x2fe27f00dc40,117,"KeyedLoadIC_MissForceGeneric"
code-creation,Builtin,0x2fe27f00dcc0,117,"KeyedLoadIC_Slow"
code-creation,Builtin,0x2fe27f00dd40,118,"StoreIC_Miss"
code-creation,Builtin,0x2fe27f00ddc0,118,"KeyedStoreIC_Miss"
code-creation,Builtin,0x2fe27f00de40,118,"KeyedStoreIC_MissForceGeneric"
code-creation,Builtin,0x2fe27f00dec0,118,"KeyedStoreIC_Slow"
code-creation,Builtin,0x2fe27f00df40,117,"LoadIC_Initialize"
code-creation,Builtin,0x2fe27f00dfc0,117,"LoadIC_PreMonomorphic"
code-creation,Stub,0x2fe27f00e040,972,"StringDictionaryLookupStub"
code-creation,Builtin,0x2fe27f00e420,350,"LoadIC_Normal"
code-creation,Builtin,0x2fe27f00e580,128,"LoadIC_ArrayLength"
code-creation,Builtin,0x2fe27f00e600,131,"LoadIC_StringLength"
code-creation,Builtin,0x2fe27f00e6a0,178,"LoadIC_StringWrapperLength"
code-creation,Builtin,0x2fe27f00e760,168,"LoadIC_FunctionPrototype"
code-creation,Builtin,0x2fe27f00e820,312,"LoadIC_Megamorphic"
code-creation,Builtin,0x2fe27f00e960,134,"LoadIC_Getter_ForDeopt"
code-creation,Builtin,0x2fe27f00ea00,117,"KeyedLoadIC_Initialize"
code-creation,Builtin,0x2fe27f00ea80,117,"KeyedLoadIC_PreMonomorphic"
code-creation,Stub,0x2fe27f00eb00,972,"StringDictionaryLookupStub"
code-creation,Builtin,0x2fe27f00eee0,994,"KeyedLoadIC_Generic"
code-creation,Builtin,0x2fe27f00f2e0,715,"KeyedLoadIC_String"
code-creation,Builtin,0x2fe27f00f5c0,182,"KeyedLoadIC_IndexedInterceptor"
code-creation,Builtin,0x2fe27f00f680,304,"KeyedLoadIC_NonStrictArguments"
code-creation,Builtin,0x2fe27f00f7c0,118,"StoreIC_Initialize"
code-creation,Builtin,0x2fe27f00f840,206,"StoreIC_ArrayLength"
code-creation,Stub,0x2fe27f00f920,991,"StringDictionaryLookupStub"
code-creation,Builtin,0x2fe27f00fd00,421,"StoreIC_Normal"
code-creation,Builtin,0x2fe27f00fec0,330,"StoreIC_Megamorphic"
code-creation,Builtin,0x2fe27f010020,122,"StoreIC_GlobalProxy"
code-creation,Builtin,0x2fe27f0100a0,118,"StoreIC_Initialize_Strict"
code-creation,Builtin,0x2fe27f010120,206,"StoreIC_ArrayLength_Strict"
code-creation,Builtin,0x2fe27f010200,421,"StoreIC_Normal_Strict"
code-creation,Builtin,0x2fe27f0103c0,330,"StoreIC_Megamorphic_Strict"
code-creation,Builtin,0x2fe27f010520,122,"StoreIC_GlobalProxy_Strict"
code-creation,Builtin,0x2fe27f0105a0,136,"StoreIC_Setter_ForDeopt"
code-creation,Builtin,0x2fe27f010640,118,"KeyedStoreIC_Initialize"
code-creation,Builtin,0x2fe27f0106c0,2338,"KeyedStoreIC_Generic"
code-creation,Builtin,0x2fe27f011000,118,"KeyedStoreIC_Initialize_Strict"
code-creation,Builtin,0x2fe27f011080,2338,"KeyedStoreIC_Generic_Strict"
code-creation,Builtin,0x2fe27f0119c0,398,"KeyedStoreIC_NonStrictArguments"
code-creation,Builtin,0x2fe27f011b60,459,"TransitionElementsSmiToDouble"
code-creation,Builtin,0x2fe27f011d40,452,"TransitionElementsDoubleToObject"
code-creation,Builtin,0x2fe27f011f20,483,"FunctionCall"
